id_order;tanggal;jenis_barang;kategori;qty;jenis_penjualan; harga_jual ;diskon; harga_akhir ; hpp ;pendapatan;prov;negara;;tgl_jual;barang_jual;tgl_prod;barang_prod;;bulan;pend_total
Twinkle44864putrisofyameliala;10/30/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;JAWA BARAT;INDONESIA;;10/30/22;Twinkle Baloon;Oct-22;Solar System;;;
Twinkle44864putrisofyameliala;10/30/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;JAWA BARAT;INDONESIA;;10/30/22;Twinkle Baloon;Oct-22;Solar System;;;
Twinkle44864putrisofyameliala;10/30/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;JAWA BARAT;INDONESIA;;10/30/22;Twinkle Baloon;Oct-22;Solar System;;;
Twinkle44865jennifer_santosa;10/31/22;BBQ Sate;Camping;1;Marketplace; IDR349.000 ;0%; IDR349.000 ; IDR168.500 ; IDR180.500 ;DKI JAKARTA;INDONESIA;;10/31/22;BBQ Sate;Oct-22;Solar System;;;
Twinkle44865jennifer_santosa;10/31/22;Vehicles 1 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;SUMATERA UTARA;INDONESIA;;10/31/22;Vehicles 1 Jadi Phase 2;Oct-22;Solar System;;;
Twinkle44866mahdi1092;11/01/22;Planet Rocket Astro Bundle;Solar System;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR206.700 ; IDR222.300 ;NANGGROE ACEH DARUSSALAM (NAD);INDONESIA;;11/01/22;Planet Rocket Astro Bundle;Oct-22;Solar System;;;
Elnia;11/04/22;Cabin;Sailing;1;Manual; IDR1.229.000 ;0%; IDR1.229.000 ; IDR458.250 ; IDR770.750 ;JAWA BARAT;INDONESIA;;11/04/22;Cabin;Oct-22;Solar System;;;
Elnia;11/04/22;Mountain Folks;Folks;1;Manual; IDR429.000 ;0%; IDR429.000 ; IDR152.750 ; IDR276.250 ;JAWA BARAT;INDONESIA;;11/04/22;Mountain Folks;Oct-22;Solar System;;;
Elnia;11/04/22;Picnic;Camping;1;Manual; IDR649.000 ;0%; IDR649.000 ; IDR191.750 ; IDR457.250 ;JAWA BARAT;INDONESIA;;11/04/22;Picnic;Oct-22;Solar System;;;
Elnia;11/04/22;Twinkle Blankie;Home Living;1;Manual; IDR129.000 ;0%; IDR129.000 ; IDR35.000 ; IDR94.000 ;JAWA BARAT;INDONESIA;;11/04/22;Twinkle Blankie;Oct-22;Solar System;;;
Twinkle44870Jessicam1504;11/05/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;KEPULAUAN RIAU;INDONESIA;;11/05/22;Twinkle Baloon;Oct-22;Solar System;;;
Twinkle44870Jessicam1504;11/05/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;KEPULAUAN RIAU;INDONESIA;;11/05/22;Twinkle Baloon;Oct-22;Solar System;;;
Twinkle44870Jessicam1504;11/05/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;KEPULAUAN RIAU;INDONESIA;;11/05/22;Twinkle Baloon;Oct-22;Solar System;;;
Tjan Farida;11/06/22;Binocular;Camping;1;Manual; IDR319.000 ;30%; IDR223.300 ; IDR152.750 ; IDR70.550 ;JAWA TENGAH;INDONESIA;;11/06/22;Binocular;Oct-22;Solar System;;;
Debora Nawawi;11/06/22;Lintasan Track Planet;Solar System;1;Manual; IDR229.000 ;15%; IDR194.650 ; IDR107.900 ; IDR86.750 ;DKI JAKARTA;INDONESIA;;11/06/22;Lintasan Track Planet;Oct-22;Solar System;;;
Debora Nawawi;11/06/22;Planet Rocket Astro Bundle;Solar System;1;Manual; IDR429.000 ;15%; IDR364.650 ; IDR206.700 ; IDR157.950 ;DKI JAKARTA;INDONESIA;;11/06/22;Planet Rocket Astro Bundle;Oct-22;Solar System;;;
Tjan Farida;11/06/22;Twinkle Rain Coat M;Camping;1;Manual; IDR249.000 ;30%; IDR174.300 ; IDR108.550 ; IDR65.750 ;JAWA TENGAH;INDONESIA;;11/06/22;Twinkle Rain Coat M;Oct-22;Solar System;;;
Twinkle44872sipbuyerid;11/07/22;Wooden Broom Set Adult;Home Living;1;Marketplace; IDR449.000 ;0%; IDR449.000 ; IDR174.200 ; IDR274.800 ;DKI JAKARTA;INDONESIA;;11/07/22;Wooden Broom Set Adult;Oct-22;Solar System;;;
Harris;11/08/22;Lintasan Track Planet;Solar System;1;Manual; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;JAWA BARAT;INDONESIA;;11/08/22;Lintasan Track Planet;Oct-22;Solar System;;;
Harris;11/08/22;Planet + Fc;Solar System;1;Manual; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;JAWA BARAT;INDONESIA;;11/08/22;Planet + Fc;Oct-22;Solar System;;;
Haruna;11/10/22;Dino;Animals;1;Manual; IDR139.000 ;10%; IDR125.100 ; IDR55.900 ; IDR69.200 ;DKI JAKARTA;INDONESIA;;11/10/22;Dino;Oct-22;Solar System;;;
Dharu;11/10/22;Dino;Animals;1;Manual; IDR139.000 ;10%; IDR125.100 ; IDR55.900 ; IDR69.200 ;DKI JAKARTA;INDONESIA;;11/10/22;Dino;Oct-22;Solar System;;;
Dharu;11/10/22;Dino;Animals;1;Manual; IDR139.000 ;10%; IDR125.100 ; IDR55.900 ; IDR69.200 ;DKI JAKARTA;INDONESIA;;11/10/22;Dino;Oct-22;Solar System;;;
Vivi;11/12/22;Baltic Sea;Village;1;Manual; IDR249.000 ;20%; IDR199.200 ; IDR124.800 ; IDR74.400 ;JAWA BARAT;INDONESIA;;11/12/22;Baltic Sea;Oct-22;Solar System;;;
Celine;11/12/22;Hampers Joy;Christmas;1;Manual; IDR199.000 ;0%; IDR199.000 ; IDR178.650 ; IDR20.350 ;JAWA BARAT;INDONESIA;;11/12/22;Hampers Joy;Oct-22;Newborn;;;
Celine;11/12/22;Hampers Joy;Christmas;1;Manual; IDR199.000 ;0%; IDR199.000 ; IDR178.650 ; IDR20.350 ;JAWA BARAT;INDONESIA;;11/12/22;Hampers Joy;Oct-22;Newborn;;;
Celine;11/12/22;Hampers Merry;Christmas;1;Manual; IDR249.000 ;0%; IDR249.000 ; IDR231.650 ; IDR17.350 ;JAWA BARAT;INDONESIA;;11/12/22;Hampers Merry;Oct-22;Newborn;;;
Twinkle44896sipbuyerid;12/01/22;Mini Tree B;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;DKI JAKARTA;INDONESIA;;12/01/22;Mini Tree B;Oct-22;Newborn;;;
Twinkle44896sipbuyerid;12/01/22;Mini Tree D;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;DKI JAKARTA;INDONESIA;;12/01/22;Mini Tree D;Oct-22;Newborn;;;
Twinkle44896sipbuyerid;12/01/22;Mushroom Plate Type 1;Camping;1;Marketplace; IDR209.000 ;0%; IDR209.000 ; IDR92.950 ; IDR116.050 ;DKI JAKARTA;INDONESIA;;12/01/22;Mushroom Plate Type 1;Oct-22;Newborn;;;
Twinkle44896graciellalisa;12/01/22;Twinkle Kitchen Towel;Home Living;1;Marketplace; IDR49.000 ;0%; IDR49.000 ; IDR15.000 ; IDR34.000 ;DKI JAKARTA;INDONESIA;;12/01/22;Twinkle Kitchen Towel;Oct-22;Newborn;;;
Twinkle44897forareason;12/02/22;Kemoceng;Home Living;1;Marketplace; IDR59.000 ;0%; IDR59.000 ; IDR20.000 ; IDR39.000 ;JAWA BARAT;INDONESIA;;12/02/22;Kemoceng;Oct-22;Newborn;;;
Twinkle44897stephaprilia;12/02/22;Traffic Bundle;Vehicles;1;Marketplace; IDR259.000 ;0%; IDR259.000 ; IDR116.350 ; IDR142.650 ;JAWA BARAT;INDONESIA;;12/02/22;Traffic Bundle;Oct-22;Newborn;;;
Twinkle44897stephaprilia;12/02/22;Vehicles 5 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;12/02/22;Vehicles 5 Jadi Phase 2;Oct-22;Newborn;;;
Twinkle44897forareason;12/02/22;Wooden Broom Set Child;Home Living;1;Marketplace; IDR379.000 ;0%; IDR379.000 ; IDR146.900 ; IDR232.100 ;JAWA BARAT;INDONESIA;;12/02/22;Wooden Broom Set Child;Oct-22;Newborn;;;
Twinkle44899Iwankth;12/04/22;Gasing Apple;Traditional;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR31.200 ; IDR67.800 ;JAWA TIMUR;INDONESIA;;12/04/22;Gasing Apple;May-22;Folks;;;
Twinkle44899Iwankth;12/04/22;Gasing Honeycomb;Traditional;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR31.200 ; IDR67.800 ;JAWA TIMUR;INDONESIA;;12/04/22;Gasing Honeycomb;May-22;Folks;;;
Twinkle44899hannydaniaty;12/04/22;Kemoceng;Home Living;1;Marketplace; IDR59.000 ;0%; IDR59.000 ; IDR20.000 ; IDR39.000 ;JAWA BARAT;INDONESIA;;12/04/22;Kemoceng;May-22;Folks;;;
Twinkle44899Iwankth;12/04/22;Tw Apron M;Chef;1;Marketplace; IDR219.000 ;0%; IDR219.000 ; IDR102.050 ; IDR116.950 ;JAWA TIMUR;INDONESIA;;12/04/22;Tw Apron M;May-22;Folks;;;
Twinkle44899Iwankth;12/04/22;Twinkle Rain Coat M;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;JAWA TIMUR;INDONESIA;;12/04/22;Twinkle Rain Coat M;May-22;Folks;;;
Twinkle44899hannydaniaty;12/04/22;Wooden Broom Set Adult;Home Living;1;Marketplace; IDR449.000 ;0%; IDR449.000 ; IDR174.200 ; IDR274.800 ;JAWA BARAT;INDONESIA;;12/04/22;Wooden Broom Set Adult;May-22;Folks;;;
Twinkle44901inthapadmanegara;12/06/22;Kemoceng;Home Living;1;Marketplace; IDR59.000 ;0%; IDR59.000 ; IDR20.000 ; IDR39.000 ;JAWA BARAT;INDONESIA;;12/06/22;Kemoceng;May-22;Folks;;;
Twinkle44902aureliamariavianney;12/07/22;Mini Tree D;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;JAWA BARAT;INDONESIA;;12/07/22;Mini Tree D;May-22;Folks;;;
Twinkle44902sg.catalog.id;12/07/22;Tw Apron M;Chef;1;Marketplace; IDR219.000 ;0%; IDR219.000 ; IDR102.050 ; IDR116.950 ;JAWA TIMUR;INDONESIA;;12/07/22;Tw Apron M;May-22;Folks;;;
Twinkle44902aureliamariavianney;12/07/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;JAWA BARAT;INDONESIA;;12/07/22;Xmas Lutie Isi 4;May-22;Folks;;;
Twinkle44902aureliamariavianney;12/07/22;Xmas Lutie Isi 8;Christmas;1;Marketplace; IDR169.000 ;0%; IDR169.000 ; IDR77.350 ; IDR91.650 ;JAWA BARAT;INDONESIA;;12/07/22;Xmas Lutie Isi 8;May-22;Folks;;;
Lussius;12/08/22;Compass;Camping;1;Manual; IDR119.000 ;10%; IDR107.100 ; IDR83.200 ; IDR23.900 ;DKI JAKARTA;INDONESIA;;12/08/22;Compass;May-22;Folks;;;
Lussius;12/08/22;Flashlight;Camping;1;Manual; IDR189.000 ;10%; IDR170.100 ; IDR85.800 ; IDR84.300 ;DKI JAKARTA;INDONESIA;;12/08/22;Flashlight;May-22;Folks;;;
Twinkle44903ajeng.wear;12/08/22;Tw Milk Bottle;Newborn;1;Marketplace; IDR119.000 ;0%; IDR119.000 ; IDR45.500 ; IDR73.500 ;JAWA BARAT;INDONESIA;;12/08/22;Tw Milk Bottle;May-22;Folks;;;
Lussius;12/08/22;TW Tent Waterproof;Camping;1;Manual; IDR1.419.000 ;17%; IDR1.177.770 ; IDR694.200 ; IDR483.570 ;DKI JAKARTA;INDONESIA;;12/08/22;TW Tent Waterproof;May-22;Folks;;;
Lussius;12/08/22;Walkie Talkie;Camping;1;Manual; IDR99.000 ;10%; IDR89.100 ; IDR48.100 ; IDR41.000 ;DKI JAKARTA;INDONESIA;;12/08/22;Walkie Talkie;May-22;Folks;;;
Twinkle44904amirah.hasna;12/09/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;JAWA BARAT;INDONESIA;;12/09/22;Lintasan Track Planet;May-22;Village;;;
Twinkle44904amirah.hasna;12/09/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;JAWA BARAT;INDONESIA;;12/09/22;Planet + Fc;May-22;Village;;;
Twinkle44905salfanoviar;12/10/22;Kemoceng;Home Living;1;Marketplace; IDR59.000 ;0%; IDR59.000 ; IDR20.000 ; IDR39.000 ;BANTEN;INDONESIA;;12/10/22;Kemoceng;May-22;Village;;;
Twinkle44905jjuwiwa;12/10/22;Twinkle Rain Coat L;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;BANTEN;INDONESIA;;12/10/22;Twinkle Rain Coat L;May-22;Village;;;
Sabinette;12/10/22;Twinkle Rain Coat M;Camping;1;Manual; IDR249.000 ;10%; IDR224.100 ; IDR108.550 ; IDR115.550 ;JAWA BARAT;INDONESIA;;12/10/22;Twinkle Rain Coat M;May-22;Village;;;
Sabinette;12/10/22;Twinkle Rain Coat S;Camping;1;Manual; IDR249.000 ;10%; IDR224.100 ; IDR108.550 ; IDR115.550 ;JAWA BARAT;INDONESIA;;12/10/22;Twinkle Rain Coat S;May-22;Village;;;
Sabinette;12/10/22;Vehicles 2 Jadi Phase 2;Vehicles;1;Manual; IDR89.000 ;10%; IDR80.100 ; IDR37.700 ; IDR42.400 ;JAWA BARAT;INDONESIA;;12/10/22;Vehicles 2 Jadi Phase 2;May-22;Village;;;
Sabinette;12/10/22;Vehicles 5 Jadi Phase 2;Vehicles;1;Manual; IDR89.000 ;10%; IDR80.100 ; IDR37.700 ; IDR42.400 ;JAWA BARAT;INDONESIA;;12/10/22;Vehicles 5 Jadi Phase 2;May-22;Village;;;
Sabinette;12/10/22;Vehicles 7 Jadi Phase 2;Vehicles;1;Manual; IDR89.000 ;10%; IDR80.100 ; IDR37.700 ; IDR42.400 ;JAWA BARAT;INDONESIA;;12/10/22;Vehicles 7 Jadi Phase 2;May-22;Village;;;
Twinkle44906milla.musli;12/11/22;Mountain Bear;Folks;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR152.750 ; IDR276.250 ;JAWA BARAT;INDONESIA;;12/11/22;Mountain Bear;May-22;Village;;;
Twinkle44906sipbuyerid;12/11/22;Vehicles 5 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;DKI JAKARTA;INDONESIA;;12/11/22;Vehicles 5 Jadi Phase 2;May-22;Camping;;;
Twinkle44906sipbuyerid;12/11/22;Vehicles 6 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;DKI JAKARTA;INDONESIA;;12/11/22;Vehicles 6 Jadi Phase 2;May-22;Camping;;;
Twinkle44907sheilla.p;12/12/22;Clay;Decoration;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR29.900 ; IDR49.100 ;DKI JAKARTA;INDONESIA;;12/12/22;Clay;May-22;Camping;;;
Twinkle44907selvyd;12/12/22;Ponyo;Chef;1;Marketplace; IDR449.000 ;0%; IDR449.000 ; IDR230.750 ; IDR218.250 ;DKI JAKARTA;INDONESIA;;12/12/22;Ponyo;May-22;Camping;;;
Twinkle44908love.coco;12/13/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;JAWA BARAT;INDONESIA;;12/13/22;Planet + Fc;May-22;Camping;;;
Twinkle44909diandrautami;12/14/22;Tw Apron S;Chef;1;Marketplace; IDR219.000 ;0%; IDR219.000 ; IDR102.050 ; IDR116.950 ;BANTEN;INDONESIA;;12/14/22;Tw Apron S;May-22;Camping;;;
Twinkle44910jesscatal;12/15/22;Big Christmas Tree;Christmas;1;Marketplace; IDR1.379.000 ;0%; IDR1.379.000 ; IDR678.400 ; IDR700.600 ;DKI JAKARTA;INDONESIA;;12/15/22;Big Christmas Tree;May-22;Camping;;;
Twinkle44910astridtika109;12/15/22;Clay;Decoration;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR29.900 ; IDR49.100 ;BANTEN;INDONESIA;;12/15/22;Clay;May-22;Camping;;;
Twinkle44910veroprayogo;12/15/22;Kemoceng;Home Living;1;Marketplace; IDR59.000 ;0%; IDR59.000 ; IDR20.000 ; IDR39.000 ;JAWA BARAT;INDONESIA;;12/15/22;Kemoceng;May-22;Camping;;;
Twinkle44910veroprayogo;12/15/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;JAWA BARAT;INDONESIA;;12/15/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle44910estrellastore;12/15/22;Xmas Socks;Christmas;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;DKI JAKARTA;INDONESIA;;12/15/22;Xmas Socks;May-22;Camping;;;
Twinkle44910estrellastore;12/15/22;Xmas Socks;Christmas;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;JAWA BARAT;INDONESIA;;12/15/22;Xmas Socks;May-22;Camping;;;
Twinkle44911sipbuyerid;12/16/22;BBQ Sate;Camping;1;Marketplace; IDR349.000 ;0%; IDR349.000 ; IDR168.500 ; IDR180.500 ;DKI JAKARTA;INDONESIA;;12/16/22;BBQ Sate;May-22;Camping;;;
Twinkle44911desychonk;12/16/22;Compass;Camping;1;Marketplace; IDR119.000 ;0%; IDR119.000 ; IDR83.200 ; IDR35.800 ;JAWA BARAT;INDONESIA;;12/16/22;Compass;May-22;Camping;;;
Twinkle44911tikka.23;12/16/22;Le Marche Bonjour;Village;1;Marketplace; IDR309.000 ;0%; IDR309.000 ; IDR121.550 ; IDR187.450 ;BANTEN;INDONESIA;;12/16/22;Le Marche Bonjour;May-22;Camping;;;
Twinkle44911oliviacla;12/16/22;Twinkle Coaster;Home Living;1;Marketplace; IDR19.000 ;0%; IDR19.000 ; IDR9.800 ; IDR9.200 ;JAWA BARAT;INDONESIA;;12/16/22;Twinkle Coaster;May-22;Camping;;;
Twinkle44911oliviacla;12/16/22;Twinkle Coaster;Home Living;1;Marketplace; IDR19.000 ;0%; IDR19.000 ; IDR9.800 ; IDR9.200 ;BANTEN;INDONESIA;;12/16/22;Twinkle Coaster;May-22;Camping;;;
Twinkle44911oliviacla;12/16/22;Twinkle Coaster;Home Living;1;Marketplace; IDR19.000 ;0%; IDR19.000 ; IDR9.800 ; IDR9.200 ;BANTEN;INDONESIA;;12/16/22;Twinkle Coaster;May-22;Camping;;;
Twinkle44911oliviacla;12/16/22;Twinkle Coaster;Home Living;1;Marketplace; IDR19.000 ;0%; IDR19.000 ; IDR9.800 ; IDR9.200 ;BANTEN;INDONESIA;;12/16/22;Twinkle Coaster;May-22;Camping;;;
Twinkle44911desychonk;12/16/22;Twinkle Rain Coat L;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;JAWA BARAT;INDONESIA;;12/16/22;Twinkle Rain Coat L;May-22;Camping;;;
Twinkle44911oliviacla;12/16/22;Xmas Socks;Christmas;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;BANTEN;INDONESIA;;12/16/22;Xmas Socks;May-22;Camping;;;
Twinkle44911oliviacla;12/16/22;Xmas Socks;Christmas;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;BANTEN;INDONESIA;;12/16/22;Xmas Socks;May-22;Camping;;;
Twinkle44912malrosegalerie;12/17/22;Mini Tree B;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;DKI JAKARTA;INDONESIA;;12/17/22;Mini Tree B;May-22;Camping;;;
Twinkle44912malrosegalerie;12/17/22;Mini Tree C;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;DKI JAKARTA;INDONESIA;;12/17/22;Mini Tree C;May-22;Camping;;;
Twinkle44912malrosegalerie;12/17/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;DKI JAKARTA;INDONESIA;;12/17/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle44912malrosegalerie;12/17/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;DKI JAKARTA;INDONESIA;;12/17/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle44912malrosegalerie;12/17/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;DKI JAKARTA;INDONESIA;;12/17/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle44912malrosegalerie;12/17/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;DKI JAKARTA;INDONESIA;;12/17/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle44913kenanjan1109;12/18/22;Kemoceng;Home Living;1;Marketplace; IDR59.000 ;0%; IDR59.000 ; IDR20.000 ; IDR39.000 ;DKI JAKARTA;INDONESIA;;12/18/22;Kemoceng;May-22;Camping;;;
Twinkle44913kenanjan1109;12/18/22;Twinkle Kitchen Towel;Home Living;1;Marketplace; IDR49.000 ;0%; IDR49.000 ; IDR15.000 ; IDR34.000 ;DKI JAKARTA;INDONESIA;;12/18/22;Twinkle Kitchen Towel;May-22;Camping;;;
Twinkle44913kenanjan1109;12/18/22;Wooden Broom Set Adult;Home Living;1;Marketplace; IDR449.000 ;0%; IDR449.000 ; IDR174.200 ; IDR274.800 ;BANTEN;INDONESIA;;12/18/22;Wooden Broom Set Adult;May-22;Camping;;;
Twinkle44914sipbuyerid;12/19/22;Mini Tree A;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;BANTEN;INDONESIA;;12/19/22;Mini Tree A;May-22;Camping;;;
Twinkle44916gamemontessori;12/21/22;Xmas Socks;Christmas;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;DKI JAKARTA;INDONESIA;;12/21/22;Xmas Socks;May-22;Camping;;;
Twinkle44917sipbuyerid;12/22/22;Noel;Christmas;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR213.200 ; IDR215.800 ;DKI JAKARTA;INDONESIA;;12/22/22;Noel;May-22;Camping;;;
Twinkle44919little_mai1508;12/24/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;DKI JAKARTA;INDONESIA;;12/24/22;Planet + Fc;May-22;Camping;;;
Twinkle44919jesscatal;12/24/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;JAWA BARAT;INDONESIA;;12/24/22;Planet + Fc;May-22;Camping;;;
Twinkle44920geol26_;12/25/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;JAWA TIMUR;INDONESIA;;12/25/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle44921shyannelouvia;12/26/22;Flag Garland;Newborn;1;Marketplace; IDR119.000 ;0%; IDR119.000 ; IDR68.500 ; IDR50.500 ;DKI JAKARTA;INDONESIA;;12/26/22;Flag Garland;May-22;Camping;;;
Twinkle44921sipbuyerid;12/26/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;JAWA TIMUR;INDONESIA;;12/26/22;Lintasan Track Planet;May-22;Camping;;;
Twinkle44921sipbuyerid;12/26/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;JAWA TIMUR;INDONESIA;;12/26/22;Planet + Fc;May-22;Camping;;;
Twinkle44921putrisofyameliala;12/26/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;JAWA BARAT;INDONESIA;;12/26/22;Twinkle Baloon;May-22;Camping;;;
Twinkle44921putrisofyameliala;12/26/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;JAWA BARAT;INDONESIA;;12/26/22;Twinkle Baloon;May-22;Camping;;;
Twinkle44922intannurhajah;12/27/22;Flag Garland;Newborn;1;Marketplace; IDR119.000 ;0%; IDR119.000 ; IDR68.500 ; IDR50.500 ;JAWA BARAT;INDONESIA;;12/27/22;Flag Garland;May-22;Camping;;;
Twinkle44922intannurhajah;12/27/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;DKI JAKARTA;INDONESIA;;12/27/22;Lintasan Track Planet;May-22;Camping;;;
Twinkle44922intannurhajah;12/27/22;Mushroom Plate Type 1;Camping;1;Marketplace; IDR209.000 ;0%; IDR209.000 ; IDR92.950 ; IDR116.050 ;JAWA BARAT;INDONESIA;;12/27/22;Mushroom Plate Type 1;May-22;Camping;;;
Twinkle44922intannurhajah;12/27/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;JAWA BARAT;INDONESIA;;12/27/22;Planet + Fc;May-22;Camping;;;
Twinkle44922intannurhajah;12/27/22;Xmas Lutie Isi 4;Christmas;1;Marketplace; IDR109.000 ;0%; IDR109.000 ; IDR46.150 ; IDR62.850 ;JAWA BARAT;INDONESIA;;12/27/22;Xmas Lutie Isi 4;May-22;Camping;;;
Twinkle3/15/227770741917;03/15/22;Tw Apron L;Chef;1;Marketplace; IDR219.000 ;0%; IDR219.000 ; IDR102.050 ; IDR116.950 ;DKI JAKARTA;INDONESIA;;03/15/22;Tw Apron L;May-22;Camping;;;
Twinkle3/15/227770741917;03/15/22;Tw Apron L;Chef;1;Marketplace; IDR219.000 ;0%; IDR219.000 ; IDR102.050 ; IDR116.950 ;JAWA TIMUR;INDONESIA;;03/15/22;Tw Apron L;May-22;Camping;;;
Twinkle3/15/227770741917;03/15/22;Tw Apron S;Chef;1;Marketplace; IDR219.000 ;0%; IDR219.000 ; IDR102.050 ; IDR116.950 ;JAWA TIMUR;INDONESIA;;03/15/22;Tw Apron S;May-22;Camping;;;
